File,First Commit Message,First Commit Date,Last Commit Message,Last Commit Date,Number,Title,Author,Status
eip-1271.md,"ERC-1271 : Standard Signature Validation Method for Contracts (#1258)

* initial commit

* Update table

* Update EIP name & number in table

* Change EIP name + discussion link

* Edit authors",2018-08-02 14:58:54+00:00,"Change `an` to `a` in ERC 1271, as it precedes `signed` (#6951)

Change `an` to `a` in ERC 1271, as it precedes `signed`. I believe this was just a typo.

I also noticed the clause:

> considering that an *authorized* signers providing proper signatures for a given data would see their signature as ""valid"" by the signing contract

And think ""signers"" may be a typo, or I may just be misinterpreting the sentence.",2023-05-04 23:29:11+00:00,1271,Standard Signature Validation Method for Contracts,"Francisco Giordano, Matt Condon, Philippe Castonguay, Amir Bandeali, Jorge Izquierdo, Bertrand Masius",Final
eip-1276.md,EIP-1276: Eliminate Difficulty Bomb and Adjust Block Reward on Constantinople Shift (#1276),2018-07-31 11:26:07+00:00,"(bot 1272989785) moving EIPS/eip-1276.md to stagnant (#4242)

PR 4242 with changes to EIPS/eip-1276.md was created on 
	(2021-Sep-26th@10.46.26)
which is before the cutoff date of 
	(2021-Oct-3rd@01.5.45)
i.e. 2 weeks ago",2021-10-17 01:15:03+00:00,1276,Eliminate Difficulty Bomb and Adjust Block Reward on Constantinople Shift,EOS Classic,Stagnant
eip-1283.md,"EIP-1283: Net gas metering for SSTORE without dirty maps (#1283)

* Net gas metering for SSTORE without dirty maps

* typo: opcode

* typo: changed

* Self-assign the PR number 1283

* Add a dummy discussion url

* Fix R_sclear loopholes

* Properly handle refund for 0 value issue

* fix: refund should only be added again if new value is 0

* clarify if statement

* Clearly state what () means

* typo fix: unnecessary wording ""additional""

* fix: should have parent clause if original value is not zero

* Remove 15k gas from refund counter instead of deduct it as gas cost

* Be more clear on EIP-658 enabled only-commit-storage-changes-at-end-of-block optimizations

* Move some discussion comments to motivations section

* typo: commons -> common

* Be more specific when gas reduction won't happen compared with EIP-1087

* typo: duplicate description

* Add explanation section

* becomes -> become

* typo: covers -> cover

* Add state transition diagrams

* Fix table formatting

* typo: 0 -> `current`

* typo: missing -

* Change state transition table to use `(current, original)` vs `new`

* fix: vertical <-> horizontal

* Be more specific on usages benefited by this EIP

* Typo fix",2018-08-07 11:02:55+00:00,"Update EIPs to follow the rules regarding EVM opcodes (as stated in EIP-1) (#2115)

* Update EIPs to follow the rules regarding EVM opcodes (as stated in EIP-1)

* One more case",2020-08-29 04:58:34+00:00,1283,Net gas metering for SSTORE without dirty maps,Wei Tang,Final
eip-1285.md,"EIP 1285: Increase Gcallstipend gas in the CALL OPCODE (#1286)

* Added first draft for EIP1285

* Fixed markdown

* Added discussions-to link",2018-08-03 11:01:45+00:00,"(bot 1272989785) moving EIPS/eip-1285.md to stagnant (#4243)

PR 4243 with changes to EIPS/eip-1285.md was created on 
	(2021-Sep-26th@10.46.36)
which is before the cutoff date of 
	(2021-Oct-3rd@01.5.45)
i.e. 2 weeks ago",2021-10-17 01:14:56+00:00,1285,Increase Gcallstipend gas in the CALL opcode,"Ben Kaufman, Adam Levi",Stagnant
eip-1295.md,"Modify Proof of Work Incentive Structure and Remove Difficulty Bomb (#1295)

* Initial commit.

* Update eip-modify-pow-incentive.md

* Update eip-modify-pow-incentive.md

* Update eip-modify-pow-incentive.md

* Update eip-modify-pow-incentive.md

* Update eip-modify-pow-incentive.md

* Update eip-modify-pow-incentive.md

* Create eip-X.md

* Create eip-modify-pow-incentive.md

* Delete eip-modify-pow-incentive.md

* Update and rename eip-modify-pow-incentive.md to eip-1295.md

* Update eip-1295.md",2018-08-06 15:22:58+00:00,"(bot 1272989785) moving EIPS/eip-1295.md to stagnant (#4244)

PR 4244 with changes to EIPS/eip-1295.md was created on 
	(2021-Sep-26th@10.46.45)
which is before the cutoff date of 
	(2021-Oct-3rd@01.5.45)
i.e. 2 weeks ago",2021-10-17 01:14:50+00:00,1295,Modify Ethereum PoW Incentive Structure and Delay Difficulty Bomb,Brian Venturo,Stagnant
eip-1319.md,"ERC 1319 Smart Contract Package Registry Interface (#1320)

* ERC 1319

* Make generateReleaseId public view",2018-08-28 11:35:55+00:00,"(bot 1272989785) moving EIPS/eip-1319.md to stagnant (#4245)

PR 4245 with changes to EIPS/eip-1319.md was created on 
	(2021-Sep-26th@10.46.55)
which is before the cutoff date of 
	(2021-Oct-3rd@01.5.45)
i.e. 2 weeks ago",2021-10-17 01:14:43+00:00,1319,Smart Contract Package Registry Interface,"Piper Merriam, Christopher Gewecke, g. nicholas d'andrea, Nick Gheorghita",Stagnant
eip-1328.md,"ERC-1328 - WalletConnect Standard URI Format (#1330)

* eip-1328

* draft

* review changes",2018-08-28 11:50:27+00:00,"Update EIP-1328 from Stagnant to Review (#6451)

* Update eip-1328.md

* Update eip-1328.md

* Update eip-1328.md",2023-02-07 15:20:52+00:00,1328,WalletConnect URI Format,"ligi, Pedro Gomes",Review
eip-1337.md,"Add EIP-1337 draft (#2789)

* eip 1337 draft

* EIP-1337 Draft updated to reflect standards and current version of proposal

* authors -> author

* update of contributors

* code review turnaround

* EIP getSubscriptionHash and execSubscription have been modified and had a bytes meta argument added
meta is defined as a 4 slot array, holding, address refundAddress, uint256 period, uint256 offChainID, uint256 expirationDate(unix timestamp)
slots 0 and 1 are required, with slots 2 and 3 being optional, if 2 is not used but 3 is, 2 must be padded appropriately

* cleanup for Andrew

* fix errors in 1337

* add discussion thread

* add status and fix spelling bugs

* remove eip-948 refs

* remove .idea from gitignore

Co-authored-by: Owocki <ksowocki@gmail.com>
Co-authored-by: Andrew Redden <andrew@blockcrushr.com>
Co-authored-by: Nathan Creswell <nathantr@users.noreply.github.com>
Co-authored-by: Austin <austin.griffith@madwiremedia.com>",2020-07-16 00:25:27+00:00,"(bot 1272989785) moving EIPS/eip-1337.md to stagnant (#4247)

PR 4247 with changes to EIPS/eip-1337.md was created on 
	(2021-Sep-26th@10.47.15)
which is before the cutoff date of 
	(2021-Oct-3rd@01.5.45)
i.e. 2 weeks ago",2021-10-17 01:14:31+00:00,1337,Subscriptions on the blockchain,"Kevin Owocki, Andrew Redden, Scott Burke, Kevin Seagraves, Luka Kacil, Štefan Šimec, Piotr Kosiński, ankit raj, John Griffin, Nathan Creswell",Stagnant
eip-1344.md,"EIP-1344: Add chain id opcode (#1344)

* Add chain id opcode

* Update EIP number

* Update file name

* Add discussion-to",2019-04-01 23:01:33+00:00,"Adds rule to EIP-1 that references to other EIPs must use relative path format and the first reference must be linked. (#2947)

I have gone through and updated all existing EIPs to match this rule, including EIP-1.

In some cases, people were using markdown citations, I suspect because the long-form was a bit verbose to inline.  Since the relative path is quite short, I moved these to inline but I wouldn't be opposed to putting them back to citation format if that is desired by the authors.

In doing the migration/cleanup, I found some EIP references to EIPs that don't actually exist.  In these cases I tried to excise the reference from the EIP as best I could.

It is worth noting that the Readme actually already had this rule, it just wasn't expressed properly in EIP-1 and the ""Citation Format"" section of the readme I think caused people a bit of confusion (when citing externally, you should use the citation format).",2020-09-30 04:22:43+00:00,1344,ChainID opcode,"Richard Meissner, Bryant Eisenbach",Final
eip-1352.md,Do not require explicit checks for clashing addresses,2018-09-18 22:50:19+00:00,"(bot 1272989785) moving EIPS/eip-1352.md to stagnant (#4248)

PR 4248 with changes to EIPS/eip-1352.md was created on 
	(2021-Sep-26th@10.47.25)
which is before the cutoff date of 
	(2021-Oct-3rd@01.5.45)
i.e. 2 weeks ago",2021-10-17 01:14:24+00:00,1352,Specify restricted address range for precompiles/system contracts,Alex Beregszaszi,Stagnant
eip-1355.md,"EIP-1355: Ethash 1a (#1355)

* Draft Ethash 1a

* Udate EIP

* Speeling and grammar

* EIP-1355: Add discussions-to link",2018-08-28 11:36:58+00:00,"Update EIP statuses (#3096)

I'm updating EIP statuses according to #2996. The mappings are as follows:

```
Draft => Draft
Last Call => Last Call
Accepted => Final
Final => Final
Superseded => Final
Abandoned => Withdrawn
Rejected => Withdrawn
Active => Living
```",2020-11-06 04:41:46+00:00,1355,Ethash 1a,"Paweł Bylica, Jean M. Cyr",Withdrawn
eip-1363.md,"ERC-1363 Payable Token (#2496)

* Add EIP 1363

* Update to solidity 0.6 and use external instead of public",2020-04-26 02:41:26+00:00,remove ERC prefix from title (#3718),2021-08-15 11:14:36+00:00,1363,Payable Token,Vittorio Minacori,Final
eip-137.md,Create ENS EIP,2017-05-13 15:51:44+00:00,"Adds rule to EIP-1 that references to other EIPs must use relative path format and the first reference must be linked. (#2947)

I have gone through and updated all existing EIPs to match this rule, including EIP-1.

In some cases, people were using markdown citations, I suspect because the long-form was a bit verbose to inline.  Since the relative path is quite short, I moved these to inline but I wouldn't be opposed to putting them back to citation format if that is desired by the authors.

In doing the migration/cleanup, I found some EIP references to EIPs that don't actually exist.  In these cases I tried to excise the reference from the EIP as best I could.

It is worth noting that the Readme actually already had this rule, it just wasn't expressed properly in EIP-1 and the ""Citation Format"" section of the readme I think caused people a bit of confusion (when citing externally, you should use the citation format).",2020-09-30 04:22:43+00:00,137,Ethereum Domain Name Service - Specification,Nick Johnson,Final
eip-1380.md,Rename to eip-1380.md,2018-09-18 22:50:48+00:00,"(bot 1272989785) moving EIPS/eip-1380.md to stagnant (#4249)

PR 4249 with changes to EIPS/eip-1380.md was created on 
	(2021-Sep-26th@10.47.34)
which is before the cutoff date of 
	(2021-Oct-3rd@01.5.45)
i.e. 2 weeks ago",2021-10-17 01:14:18+00:00,1380,Reduced gas cost for call to self,"Alex Beregszaszi, Jacques Wagener",Stagnant
eip-1386.md,"add eip 1386, 1387 & 1388 (#1414)

* add eip 1386, 1387 & 1388

* add titles to 1386,1387 and 1388

* add authors",2018-10-17 13:16:04+00:00,"(bot 1272989785) moving EIPS/eip-1386.md to stagnant (#4250)

PR 4250 with changes to EIPS/eip-1386.md was created on 
	(2021-Sep-26th@10.47.44)
which is before the cutoff date of 
	(2021-Oct-3rd@01.5.45)
i.e. 2 weeks ago",2021-10-17 01:14:12+00:00,1386,Attestation management contract,"Weiwu Zhang, James Sangalli",Stagnant
eip-1387.md,"add eip 1386, 1387 & 1388 (#1414)

* add eip 1386, 1387 & 1388

* add titles to 1386,1387 and 1388

* add authors",2018-10-17 13:16:04+00:00,Updating EIPS/eip-1387.md to status stagnant (#4025),2021-09-19 12:21:48+00:00,1387,Merkle Tree Attestations with Privacy enabled,"Weiwu Zhang, James Sangalli",Stagnant
eip-1388.md,"add eip 1386, 1387 & 1388 (#1414)

* add eip 1386, 1387 & 1388

* add titles to 1386,1387 and 1388

* add authors",2018-10-17 13:16:04+00:00,Updating EIPS/eip-1388.md to status stagnant (#3844),2021-09-10 12:26:27+00:00,1388,Attestation Issuers Management List,"Weiwu Zhang, James Sangalli",Stagnant
eip-140.md,Rename eip-draft_revert_opcode.md to eip-140.md,2017-04-23 14:24:24+00:00,Add @axic username to my EIPs,2018-09-20 13:34:36+00:00,140,REVERT instruction,"Alex Beregszaszi, Nikolai Mushegian",Final
eip-141.md,Add EIP141 (invalid instruction),2017-03-23 12:28:10+00:00,Add @axic username to my EIPs,2018-09-20 13:34:36+00:00,141,Designated invalid EVM instruction,Alex Beregszaszi,Final
eip-1417.md,"Added EIP 1417 (#1520)

* Create eip-1261

* updated eip 1261

* edited title to remove erc number

* Updated to a new standard

* Modified eip-1261 to add attributes

* modified revoke to forfeit

* added eip 1417

* added eip-1425

* modified eip-1261 to add current member count

* deleted other eips

* added eip 1417",2018-11-06 07:22:56+00:00,"(bot 1272989785) moving EIPS/eip-1417.md to stagnant (#4251)

PR 4251 with changes to EIPS/eip-1417.md was created on 
	(2021-Sep-26th@10.47.54)
which is before the cutoff date of 
	(2021-Oct-3rd@01.5.45)
i.e. 2 weeks ago",2021-10-17 01:14:05+00:00,1417,Poll Standard,"Chaitanya Potti, Partha Bhattacharya",Stagnant
eip-1418.md,EIP-1418 Blockchain Storage Rent Payment (#1752),2019-03-13 07:54:49+00:00,"Update eip-1418.md (#6416)

* Update eip-1418.md

* Update EIPS/eip-1418.md

* MD formatting

---------

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>",2023-02-21 15:47:40+00:00,1418,Blockchain Storage Rent Payment,William Entriken,Draft
eip-1438.md,"dApp Components (avatar) & Universal Wallet (#1438)

* Create eip-Wallet_&_shop_standard_for_tokens.md

* Rename eip-Wallet_&_shop_standard_for_tokens.md to eip-WalletShopStandard4tokens.md

* update pay, refund, prize function

update pay, refund, prize function for safe and unsafe sop

* Update eip-WalletShopStandard4tokens.md

* Update eip-WalletShopStandard4tokens.md

* Update and rename eip-WalletShopStandard4tokens.md to eip-1175.md

* Update eip-1175.md

* Create eip-dApp Components (avatar) & Universal Wallet.md

* Update eip-dApp Components (avatar) & Universal Wallet.md

* Update eip-dApp Components (avatar) & Universal Wallet.md

* Update and rename eip-dApp Components (avatar) & Universal Wallet.md to eip-dApp_Components_(avatar)_&_Universal_Wallet.md

* Rename eip-dApp_Components_(avatar)_&_Universal_Wallet.md to eip-avatar_&_universal_wallet.md

* Update eip-avatar_&_universal_wallet.md

* avatar & universal wallet

* Update eip-1438.md

* dApp Components (avatar) & Universal Wallet",2018-10-15 11:28:40+00:00,"(bot 1272989785) moving EIPS/eip-1438.md to stagnant (#4252)

PR 4252 with changes to EIPS/eip-1438.md was created on 
	(2021-Sep-26th@10.48.4)
which is before the cutoff date of 
	(2021-Oct-3rd@01.5.45)
i.e. 2 weeks ago",2021-10-17 01:13:59+00:00,1438,dApp Components (avatar) & Universal Wallet,Jet Lim,Stagnant
eip-1444.md,"EIP-1444: Localized Messaging with Signal-to-Text (#1444)

* Localized signal-to-text

* Update file & EIP number

* Set discussions-to

* Update creation date",2018-10-15 11:24:06+00:00,"Update eip-1444.md (#6164)

Fixes typo: 'contact' -> 'contract'",2023-04-14 17:21:42+00:00,1444,Localized Messaging with Signal-to-Text,"Brooklyn Zelenka, Jennifer Cooper",Stagnant
eip-145.md,Rename to EIP145,2017-04-23 13:55:19+00:00,Fix author fields (#2065),2019-05-23 20:23:03+00:00,145,Bitwise shifting instructions in EVM,"Alex Beregszaszi, Paweł Bylica",Final
eip-1450.md,"LDGRToken - A compatible security token for issuing and trading SEC-compliant securities (#1450)

* Create eip-ldgrtoken

* Rename eip-ldgrtoken to eip-ldgrtoken.md

* Update eip-ldgrtoken.md

* Update eip-ldgrtoken.md

* Update eip-ldgrtoken.md

* Update eip-ldgrtoken.md

* Update eip-ldgrtoken.md

* Update eip-ldgrtoken.md

* Update eip-ldgrtoken.md

* Update eip-ldgrtoken.md

* Update eip-ldgrtoken.md

* Update eip-ldgrtoken.md

* Rename eip-ldgrtoken.md to eip-1450.md

* Update eip-1450.md

Removed co-authors in an attempt to address this submission error:
""Liquid Exception: Liquid error (/home/travis/build/ethereum/EIPs/_includes/eiptable.html line 11): comparison of Array with Array failed included in all.html""

* Update eip-1450.md",2018-10-15 11:19:15+00:00,"(bot 1272989785) moving EIPS/eip-1450.md to stagnant (#4254)

PR 4254 with changes to EIPS/eip-1450.md was created on 
	(2021-Sep-26th@10.48.24)
which is before the cutoff date of 
	(2021-Oct-3rd@01.5.45)
i.e. 2 weeks ago",2021-10-17 01:13:46+00:00,1450,ERC-1450 A compatible security token for issuing and trading SEC-compliant securities,"John Shiple, Howard Marks, David Zhang",Stagnant
